Ag,Mine,Manu,Util,Cons,Wtrade,Rtrade,Hotel,Trans,ITC,Fin,Realest,Sci,Adm,Pub,Educ,Health,Arts,OtherS,Total,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,
0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,
0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,
0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,
0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,
0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,
0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,
0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,
0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,
0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,
0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,
0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,
0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,
0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,
0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,
0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,
0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,
0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,
0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,
0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,
0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,
0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,
0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,
0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,
0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,
0.6,1.4,26.6,0.0,2.3,9.6,2.6,0.0,2.5,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,47.1,
0.5,0.5,24.4,0.0,2.8,13.4,2.1,0.0,2.7,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.5,
0.9,2.7,23.5,0.3,2.6,12.2,3.3,0.0,3.9,0.0,1.3,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.0,51.5,
1.1,1.4,18.5,0.8,1.8,12.5,6.5,0.0,3.9,0.0,2.6,0.0,0.3,0.0,0.5,0.0,0.0,0.8,0.0,50.9,
1.4,1.0,28.1,1.3,1.3,14.6,5.1,0.0,1.7,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.9,
0.3,2.2,25.9,1.1,1.9,11.1,5.0,0.0,3.7,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,53.3,
0.0,1.8,27.6,1.9,3.2,13.4,9.2,0.0,3.6,0.0,1.3,0.0,0.0,0.0,0.3,0.0,0.0,1.6,0.0,63.7,
0.2,1.4,21.1,1.5,1.9,13.6,5.2,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,
0.2,2.5,26.8,0.8,5.0,21.4,8.7,0.0,2.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,68.6,
0.5,1.5,28.0,0.6,2.3,15.2,9.0,0.0,2.8,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,61.5,
0.8,2.9,29.1,1.6,2.6,8.9,6.8,0.0,0.8,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,56.2,
0.8,0.3,24.0,1.8,1.6,15.2,7.5,0.0,1.1,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.2,0.0,53.5,
0.7,2.3,31.9,0.6,3.7,16.7,9.7,0.0,0.9,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0,1.1,0.0,68.1,
0.1,3.2,42.2,1.2,8.1,20.3,13.8,0.0,4.3,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,95.2,
1.1,6.1,37.4,3.4,5.3,22.5,20.4,0.0,4.9,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,103.9,
1.8,5.3,59.6,3.2,11.0,31.2,27.1,0.0,8.6,0.0,2.9,0.0,0.5,0.0,0.4,0.0,0.0,0.4,0.0,152.0,
4.7,10.3,80.9,4.0,13.3,38.6,41.5,0.0,18.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,0.0,221.0,
2.8,12.9,105.0,4.3,18.5,53.4,46.7,0.0,19.7,0.0,5.8,0.0,0.0,0.0,0.0,0.0,13.1,3.7,0.0,285.8,
2.4,15.2,127.3,4.1,19.3,62.8,60.7,0.0,22.9,0.0,5.0,0.0,0.3,0.0,0.0,0.0,11.8,6.2,0.0,337.9,
2.8,13.4,86.6,3.5,17.9,42.0,35.1,0.0,21.2,0.0,3.8,0.0,0.3,0.0,0.0,0.0,11.3,4.8,0.0,242.8,
1.2,16.3,66.4,2.4,13.9,34.0,33.3,0.0,14.7,0.0,4.7,0.0,0.2,0.0,0.0,0.0,7.8,4.1,0.0,199.0,
0.8,14.6,63.5,2.7,11.8,27.7,31.5,0.0,6.9,0.0,3.5,0.0,0.0,0.0,0.0,0.0,6.9,2.7,0.0,172.5,
1.8,14.5,71.6,4.1,18.3,37.4,35.2,0.0,11.0,0.0,4.8,0.0,0.5,0.0,0.0,0.0,5.8,2.4,0.0,207.4,
1.5,14.6,61.9,3.4,17.8,40.0,33.2,0.0,14.8,0.0,1.9,0.0,0.0,0.0,0.0,0.0,4.6,1.2,0.0,194.9,
0.2,15.3,51.5,7.6,10.7,22.9,30.0,0.0,10.2,0.0,1.2,0.0,0.5,0.0,0.0,2.0,1.3,1.1,0.2,154.8,
2.5,13.0,57.4,5.5,13.1,28.3,39.5,0.0,9.0,0.0,3.9,0.0,0.8,0.0,0.0,1.1,4.7,2.5,0.0,181.3,
2.3,16.2,82.5,5.0,25.0,35.2,41.5,0.0,14.8,0.7,3.0,0.0,0.8,0.3,0.0,1.0,4.0,3.6,0.8,236.7,
1.0,17.8,66.9,4.3,24.5,26.0,29.7,0.0,14.1,0.0,3.7,0.0,0.3,0.4,0.0,1.3,8.0,2.0,1.0,201.0,
2.1,20.9,81.1,4.7,18.3,31.3,41.7,0.0,17.0,0.0,5.1,0.0,0.5,0.0,0.0,1.0,9.9,2.2,0.2,236.0,
1.5,16.2,70.3,4.1,19.5,24.0,37.7,0.0,16.0,0.0,5.8,0.0,0.0,0.0,0.0,0.7,10.2,1.7,0.2,207.8,
0.6,16.8,81.5,6.2,19.8,33.7,33.8,0.0,12.7,0.0,5.6,0.0,0.0,0.0,0.0,0.4,7.7,1.7,0.0,220.5,
0.4,21.6,88.0,3.9,14.6,37.4,33.6,0.0,12.3,0.0,6.1,0.0,0.0,0.0,0.0,0.9,8.8,2.2,0.0,229.9,
0.5,16.5,63.7,3.6,15.2,33.2,39.8,0.0,11.6,0.0,6.2,0.0,0.0,0.4,0.0,0.5,4.1,0.7,0.0,196.0,
0.7,25.8,72.0,5.0,21.2,30.8,38.5,0.0,16.2,0.0,4.9,0.0,0.5,0.0,0.0,1.8,9.5,2.0,0.1,229.0,
2.0,24.3,82.3,2.6,29.6,31.9,42.7,0.0,14.0,0.0,6.4,0.0,0.0,0.0,0.0,13.6,1.1,1.5,0.0,252.0,
1.5,16.0,71.2,1.9,38.5,24.4,32.5,0.0,13.4,0.0,4.2,0.0,0.0,0.0,0.0,15.5,1.4,2.4,0.0,223.0,
2.4,25.4,91.0,2.3,53.3,39.6,47.0,0.0,23.4,0.0,3.1,0.0,0.0,0.0,1.4,18.5,3.1,4.6,0.0,314.9,
2.2,20.3,79.6,2.0,49.5,30.9,40.0,0.0,18.2,0.0,3.7,0.0,0.0,0.0,1.4,13.5,2.0,1.9,0.0,265.2,
1.8,23.3,65.8,1.3,39.2,23.8,38.3,0.0,22.7,0.0,2.7,0.0,0.4,0.0,0.6,14.0,1.8,1.1,0.0,236.9,
1.9,23.1,65.2,1.8,27.5,22.1,30.5,0.0,13.5,0.0,1.8,0.0,0.2,0.0,0.0,7.8,1.7,2.1,0.0,199.3,
2.7,23.8,78.0,1.5,33.2,37.5,42.0,0.0,15.9,0.0,2.9,0.0,0.2,0.0,0.0,14.2,0.1,2.4,0.0,254.3,
3.8,26.0,67.5,3.9,37.4,28.5,38.8,0.0,16.8,0.0,2.0,0.0,0.0,0.0,0.0,14.9,1.5,1.8,0.6,243.4,
2.3,23.9,77.0,0.9,42.8,25.0,39.4,0.0,17.7,0.0,6.8,0.0,0.0,0.0,0.7,14.4,3.0,0.8,0.4,255.3,
2.6,19.9,79.4,1.9,36.1,24.9,29.0,0.0,14.4,0.8,3.9,0.0,0.4,0.0,1.0,12.2,1.0,1.4,0.0,228.9,
3.7,26.3,70.6,4.1,35.2,23.1,29.7,0.0,14.7,0.4,2.6,0.0,0.4,0.0,1.1,10.5,2.5,2.6,0.0,227.4,
1.6,29.7,57.8,4.1,48.0,23.9,29.9,0.0,12.7,0.0,1.4,0.0,0.4,0.0,0.6,17.7,1.1,2.4,0.1,231.3,
0.7,38.2,60.6,3.7,39.8,23.5,29.1,0.0,12.6,0.1,3.8,0.0,0.0,0.0,0.1,17.1,1.3,2.1,0.1,232.9,
0.6,34.9,73.5,2.8,44.7,21.4,37.2,0.0,18.4,0.0,2.7,0.0,0.0,0.0,0.5,14.6,1.2,1.6,0.1,254.2,
1.0,38.2,70.3,3.8,47.6,30.4,33.3,0.0,18.6,0.0,2.9,0.0,0.5,0.0,0.4,12.9,3.4,1.9,0.4,265.6,
2.5,43.2,94.3,2.0,54.4,30.5,51.2,0.0,22.6,0.0,1.9,0.0,0.0,0.5,0.4,12.2,3.0,0.8,0.0,319.6,
2.1,44.3,86.7,2.0,62.6,35.1,65.2,0.0,23.5,0.0,2.2,0.0,0.6,0.0,0.0,22.2,2.7,5.0,0.0,354.2,
4.8,50.2,86.7,5.9,51.3,30.8,74.5,0.0,22.8,0.0,8.1,0.0,0.0,0.1,0.0,36.7,5.4,2.8,0.0,380.3,
3.5,33.1,45.5,1.7,30.4,20.4,39.1,0.0,14.1,0.0,1.9,0.0,0.8,0.5,0.3,11.8,0.3,2.4,0.0,205.9,
1.8,27.8,43.4,2.4,23.3,20.9,40.6,0.0,11.5,0.0,1.3,0.0,0.2,0.0,0.0,12.6,0.6,2.8,0.0,189.2,
0.5,22.8,40.0,2.5,20.3,20.2,41.8,0.0,14.0,0.0,0.7,0.0,0.0,0.0,0.2,12.7,1.9,2.8,0.0,180.2,
2.9,25.1,61.5,2.7,39.7,28.9,51.5,0.0,17.5,0.5,2.1,0.0,1.0,0.0,0.6,15.9,0.8,2.3,0.0,252.8,
2.4,33.0,50.0,5.2,30.3,20.2,56.0,0.0,16.4,0.0,0.6,0.0,0.0,0.0,0.5,13.6,3.4,0.7,0.0,232.5,
1.9,45.0,56.8,0.0,32.9,23.2,57.0,0.0,9.9,0.0,0.9,0.0,0.0,0.0,0.0,18.1,0.6,6.3,0.0,252.5,
1.6,28.1,60.0,3.2,27.7,24.5,60.8,0.0,14.0,0.0,3.3,0.0,1.5,0.0,0.0,19.5,4.0,2.6,0.5,251.1,
4.0,23.4,52.3,3.0,25.6,25.5,62.9,0.0,16.8,0.0,1.6,0.0,0.0,0.0,0.0,18.2,1.4,2.5,0.0,237.2,
1.9,22.2,44.7,4.1,21.9,19.6,49.3,0.0,18.7,0.0,0.8,0.0,0.0,0.0,0.2,20.2,1.3,1.1,0.5,206.3,
1.9,22.4,31.5,5.0,11.3,21.9,61.8,0.0,11.1,0.0,1.5,0.0,0.0,0.0,0.2,14.3,1.0,2.3,0.4,186.4,
1.9,18.8,47.0,1.9,17.3,12.5,65.1,0.0,14.0,0.0,2.2,0.0,0.1,0.0,0.0,19.3,1.9,1.1,0.0,203.0,
0.7,18.9,28.3,0.1,16.3,18.7,39.9,0.0,8.7,0.0,0.9,0.0,0.0,0.0,0.0,16.2,0.9,1.3,0.0,150.9,
2.0,12.7,29.3,2.5,18.1,19.2,37.8,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.9,0.0,146.3,
3.1,24.8,65.5,2.9,40.3,25.5,60.2,0.0,15.5,0.0,0.9,0.0,0.0,0.0,0.5,23.5,3.9,3.1,0.0,269.7,
0.6,7.4,23.6,2.0,12.2,9.0,36.6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,1.1,0.6,0.4,110.4,
0.8,7.3,27.5,1.5,14.6,10.1,39.8,0.0,12.7,0.5,1.1,0.0,0.2,0.0,0.0,15.0,2.1,2.0,0.8,136.0,
0.7,9.9,16.2,0.5,11.7,7.8,11.6,0.0,3.6,0.0,1.0,0.0,0.0,0.0,0.4,1.9,0.7,0.0,0.0,66.0,
0.3,7.2,16.9,0.6,2.3,1.8,10.9,0.0,5.6,0.0,0.6,0.0,0.4,0.0,0.0,1.3,0.5,0.0,0.5,48.9,
0.0,5.3,15.5,0.5,2.7,4.0,19.0,0.0,1.3,0.0,0.0,0.0,0.4,0.0,0.3,3.6,0.2,0.0,0.0,52.8,
0.7,1.6,5.4,0.0,0.2,1.5,4.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,15.6,
0.0,1.0,1.9,0.0,0.2,0.9,2.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,6.9,
0.4,5.3,6.2,0.9,2.1,1.0,10.3,0.8,4.4,0.0,0.1,0.0,0.0,0.0,0.1,1.3,1.5,0.0,0.0,34.4,
0.3,3.4,3.8,0.5,0.8,2.4,5.6,0.4,3.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,20.4,
0.0,0.5,2.7,0.5,0.7,0.8,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,6.7,
1.0,0.7,1.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,5.3,
0.0,0.2,2.3,0.0,0.0,0.4,2.6,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,8.5,
0.1,0.4,1.6,0.0,0.5,0.0,1.9,0.0,0.7,0.0,0.6,0.0,0.0,0.0,0.0,2.7,0.0,0.5,0.0,9.0,
0.0,0.0,3.1,0.0,1.3,0.0,0.7,0.0,0.5,0.0,0.0,0.8,0.0,0.0,0.0,0.7,0.0,0.0,0.0,7.1,
0.4,1.5,1.0,0.0,0.1,0.5,1.7,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,
0.0,0.5,1.2,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,
0.0,0.7,1.1,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,2.9,
0.0,0.3,0.8,0.0,0.4,1.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.4,1.1,0.0,1.3,0.0,10.1,
0.0,1.3,1.7,0.6,0.7,0.9,1.7,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,10.1,
0.0,2.3,4.8,0.4,0.0,0.6,4.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,14.6,
0.0,0.5,5.5,0.7,0.0,0.6,6.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.9,0.0,0.0,19.7,
0.0,0.0,3.3,0.6,0.4,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,7.9,
