-0.99015,-1.3375,-0.50329,-0.077692,0.82649,0.13809,3.4321,-1.5133,-0.93625,2.5009,0.31106,-3.7433,-3.815,0.10125,-2.1773,0.236,-2.8416,-0.12753,-0.88354,-3.7996,-1.8517,-1.9159,-3.8767,-1.4282,-0.58059,-0.9089,0.19065,-2.5741,3.2985,0.10732,3.6704,0.84077,-2.1201,-0.10632,1.1924,0.64546,-1.205,-4.0286,1.0701,-1.3415,0.6614,0.2433,7.3101,1.8171,2.0981,1.4016,-0.82283,-2.6082,-2.7554,-1.615,-0.96381,1.5523,4.6998,-0.90336,1.8258,2.5691,-1.15,-2.2769,-2.2252,-1.2297,-1.0634,1.3639,-2.0383,3.202,1.8708,4.4302,1.3846,1.3459,1.6137,-1.7382,2.1242,1.4443,1.9419,5.0449,1.0475,3.7427,1.8902,4.336,-0.45871,2.0705,3.9805,1.9359,0.65802,1.4804,0.24604
0.15759,0.23959,-0.022426,0.090368,-0.1053,-0.12268,-0.13085,-0.10518,-0.00454,-0.11121,0.053612,-0.2935,0.077069,6.0055e-05,0.060695,0.097016,0.025972,-0.019956,-0.068066,-0.050977,-0.00965,0.00039346,-0.051245,0.12234,-0.052829,0.030764,-0.21656,-0.077432,-0.17553,0.02068,0.12263,-0.040245,-0.018336,-0.073225,-0.11192,0.069262,-0.069692,-0.049459,0.0063116,0.062028,-0.0010141,-0.023789,-0.019772,0.055654,0.00021341,0.0081788,-0.10585,-0.34182,0.017013,-0.18189,0.10735,-0.01235,0.026939,-0.020202,0.081214,-0.016548,0.11462,0.10564,0.036691,-0.065036,0.061154,0.063549,0.12749,-0.014062,0.017265,0.1017,-0.013599,0.039295,-0.061574,-0.14696,-0.0091192,-0.0087723,0.016443,-0.067492,0.051716,-0.010656,0.0024444,0.017418,0.025734,0.045912,0.0807,0.08025,0.059613,-0.031885,-0.0019025
0.0013404,0.099378,0.0040038,0.012273,-0.002813,0.021464,-0.033287,-0.012469,-0.0029207,-0.012375,0.0010368,0.017926,-0.0010217,-0.0028783,-0.0095897,0.0033085,0.0098953,0.00433,-0.0023729,-0.0066869,0.0021681,0.00024746,0.00037221,0.0081858,0.0034424,0.016282,0.00010695,-0.019409,0.007904,0.011493,0.011894,0.0031479,-0.0080677,-0.0091419,-0.0049273,-0.0070238,-0.0041307,-0.0013095,0.0050342,0.006186,0.00083358,-0.00094851,-0.00025336,-0.0063668,5.629e-05,0.00086025,-0.01077,0.029107,0.012229,-0.0053056,0.0022524,-0.022436,-0.01123,0.003312,-0.001929,-0.0086123,0.0093986,-0.0058523,-0.0074264,0.0063643,0.0056599,-0.011805,0.0025699,-0.0055214,-0.0075359,0.0091258,-0.0077293,-0.0013966,0.0028546,0.0042801,-0.0023398,-0.0039713,0.0073343,0.0071684,-0.0058886,-0.0019389,-1.7917e-05,0.0011082,-0.0042955,0.0016418,-0.0055072,0.014286,0.0044983,0.0069789,-0.00037479
-0.00059261,-0.055402,0.05624,0.019161,0.010881,-0.02271,-0.02735,0.0099785,0.062576,0.024093,0.0020621,0.016058,-0.0071974,0.002561,0.0031019,0.0075277,-0.040301,-0.0020127,0.0027384,-0.014847,-0.010966,-0.0015298,-0.014666,0.011189,0.029424,-0.005756,-0.042111,0.011377,-0.017594,-0.003311,-0.01598,-0.003165,0.015373,0.0028861,-0.03277,-0.0016908,-0.0079396,0.022307,0.0002654,-0.0098791,0.0056297,-0.0091989,0.016019,-0.0022807,0.00068637,0.0056064,0.0049494,0.026005,-0.0088673,0.0065825,-0.00076486,0.0066975,-0.020809,-0.019458,0.0041449,-0.011745,0.00054038,-0.016391,0.032616,-0.0015491,-0.0010527,-0.0047394,-0.0010181,0.013292,-3.8631e-05,-0.0053458,-0.008969,-0.0046869,-0.0064458,0.0032569,-0.0021838,0.0037189,0.002799,-0.0069608,-0.0046384,-0.0076479,0.0017914,0.013348,0.010478,-0.0095547,0.007096,-0.012553,-0.013728,-0.01034,-0.00086588
-0.0056707,-0.056316,-0.015955,0.14702,0.0079499,-0.016471,-0.046236,0.032464,0.0048629,0.00089889,0.0018212,-0.011173,-0.009128,-0.0043335,0.0024385,0.017838,0.026495,0.0088291,0.003429,0.022955,0.0040553,-0.010305,0.0022778,-0.010291,0.0046543,0.012963,-0.044321,0.019348,0.018841,0.0047703,-0.024298,0.0006452,0.01528,-0.0014078,0.0030509,-0.01262,0.0096944,0.015886,-0.0032677,-0.00012343,-0.00043155,-0.0018643,0.0090315,0.00095568,0.0033101,0.0012002,0.027504,-0.022607,-0.0051154,-0.012785,-0.011817,0.011938,0.0082803,8.0364e-05,-0.011012,0.021662,-0.0090813,0.038733,-0.026708,-0.0094269,-0.014762,0.0022489,0.0034802,0.011222,0.0068505,0.0021173,0.010939,-0.00013314,0.002247,-0.011176,-0.013194,0.0088256,0.0091362,0.00087372,0.0021231,-0.0012343,-0.0044057,0.00090415,-0.00090973,0.00084197,-0.0057947,0.044301,-0.0052572,-0.0068265,0.00033046
0.0097376,-0.086453,0.078001,0.014186,0.040289,0.02563,0.0022388,0.002225,0.022472,0.014567,-0.015745,-0.0082452,-0.023608,0.030595,-0.028707,0.013599,0.023678,0.012555,-0.017602,-0.0023202,0.00038012,0.024846,0.032608,-0.020565,0.010417,-0.018971,-0.015856,0.0098256,-0.0032202,0.029505,0.022098,0.0077014,-0.0093655,-0.00099333,0.043767,-0.0022431,0.019293,-0.06499,0.018456,-0.011634,-3.3943e-05,0.012172,-0.02619,-0.019356,0.0021572,-0.003916,-0.0021978,0.065434,0.029218,0.044241,-0.0026314,-0.01604,0.057634,0.017137,-0.016162,0.019368,-0.012018,-0.0086227,0.0039993,-0.0070159,-0.0038956,0.012073,0.0093358,0.00396,-0.0016756,0.0049418,0.0089463,0.0014301,-0.018212,0.0052069,0.002285,0.012678,-0.0049946,0.017517,0.00043054,-0.0011973,-0.0013492,-0.014373,-0.03147,0.0086414,-0.0067095,-0.0071361,0.01459,0.0099566,-9.9013e-05
0.010895,0.011371,0.05941,-0.074129,-0.016843,0.16432,-0.040337,0.015591,0.047608,0.050572,-0.0017385,0.053343,-0.027901,0.031919,-0.016047,-0.048011,-0.099831,0.0076972,0.0028489,0.0010673,0.020571,0.006628,-0.007194,0.027128,0.021822,0.041575,0.050163,0.026083,0.0043263,-0.0085364,0.042636,-0.0037923,0.023648,0.020923,-0.019937,0.012263,0.0096361,0.0767,0.022451,-0.0024731,0.0082512,-0.010716,0.002269,-0.02622,-0.0060273,-0.0015206,0.0079562,-0.048929,-0.024982,-0.10987,-0.010585,-0.020359,-0.031708,-0.0068187,0.010393,-0.047963,0.0056188,-0.045851,0.035056,0.023662,0.031446,-0.0015619,0.054215,-0.015078,0.0011122,-0.012021,-0.022024,-0.0082197,-0.0033392,0.020581,-0.00059368,0.0099958,-0.011859,0.041245,0.013987,0.0041609,0.028186,-0.0054118,-0.015366,-0.041859,-0.007116,0.012418,-0.0075503,-0.0061558,-8.2839e-05
0.0078979,0.011733,0.017634,-0.030681,-0.015702,-0.0077635,0.12227,-0.024537,-0.0091354,0.0036181,-0.0028895,-0.0010879,0.0034175,-0.00028091,0.014962,-0.011468,-0.0058247,-0.0058945,0.00041666,5.2498e-05,-0.012692,-0.0061662,-0.013942,0.0081036,0.0017864,0.010755,-0.043616,-0.0015832,0.0050898,-0.0015644,0.012789,-0.0020239,-0.0088751,0.011303,-0.021921,0.011669,-0.0040272,0.031511,-0.0066155,-0.0030875,0.0013301,-0.0081657,0.013808,-0.0054539,-0.0055846,0.0026483,0.01369,0.047004,-0.0099686,-0.0041044,-0.0017157,0.023437,-0.014706,0.0021266,0.018176,-0.019002,-0.026758,-0.03112,0.0030108,-0.001614,-0.0037459,-0.018062,0.0092027,0.00082085,-0.0010716,-0.0080156,-0.0039791,0.0032746,0.0049676,0.019125,0.00024008,7.4106e-05,0.00054373,-0.014342,0.0044942,-0.0067598,0.0039673,-0.0080032,-0.016575,-0.0063289,-0.021995,-0.011026,-0.00032694,-0.0099436,-0.0017838
-0.01482,-0.30971,-0.051297,-0.10547,0.038132,-0.012351,-0.025315,0.18939,0.083223,0.093879,-0.024157,-0.029782,-0.019893,0.0018333,0.0026865,-0.010881,0.067802,-0.013457,0.036287,0.047871,0.041584,0.0033476,0.045491,-0.04353,-0.0056699,-0.037319,0.11789,0.061619,-0.0055686,0.0025977,0.0075862,-0.00096017,0.014654,0.025532,0.022195,0.026395,0.048943,-0.047769,-0.016869,0.0072868,-0.0038351,0.00086008,0.090017,-0.035378,-0.0074136,-0.016713,0.064563,0.021584,0.050237,0.05377,-0.016629,0.018978,0.035801,-0.010438,-0.0089988,-0.024195,-0.0096376,-0.03538,-0.0088375,-0.021934,0.0050763,0.050561,0.0026231,0.021642,-0.00083305,-0.016811,-0.0022182,-0.00099316,0.022744,0.0057034,0.0050707,0.02108,-0.0067358,0.0020296,0.015363,-0.0051424,0.018209,-0.0086101,-0.056055,-0.021436,0.0083215,-0.041872,0.011874,0.003973,-0.0014718
0.0062841,-0.033536,0.016066,0.019812,-0.047049,-0.032487,-0.0285,0.0029695,0.12644,0.0096717,0.020566,-0.00091128,0.0094266,0.01616,0.014213,0.017568,0.011138,0.0011748,0.031942,-0.02156,-0.002224,-0.037746,0.0057149,0.0017544,-0.012961,0.0045084,0.010682,0.044234,-0.017815,-0.013711,-0.0084079,-0.0016222,-0.0046697,-0.0031392,-0.014876,-0.0019143,-0.0073514,-0.002135,-0.0049681,0.00051845,0.0031702,0.0029908,0.025886,0.010824,-0.00034916,-0.0075035,0.01702,-0.008,0.0070028,-0.027692,-0.002786,0.022794,0.021106,-0.004607,0.012992,0.0356,0.025252,-0.023079,0.0047817,0.0035578,-0.0015013,-0.020722,-0.0010518,0.0073386,0.0048221,-0.0015418,0.0006323,0.0061307,-0.007157,0.012833,-0.00015817,-0.002754,0.013504,-0.00028231,-0.006969,-0.005974,-0.0065548,0.0052014,0.030123,0.0028653,0.0090974,-0.02338,-0.0074072,-0.0027992,0.0011545
